Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
T2021066421,Building Residential - Addition,Single Family Residence,10/18/2021 5:00,25703,1009 PERCY WARNER BLVD,NASHVILLE,TN,LOT 261 SEC 1 WARNER PARK VALLEY,steven barney,CARA,CAA01R301,"to construct 212Sf addition to the rear of existing single family residence. 5' min. side setback, 20' min. rear setback. not to be over any easements. to remain single family.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",23,-86.88041528,36.09104947,305,37205,-9671483.589,4313156.882
T2021066428,Building Residential - Rehab,Single Family Residence,10/18/2021 5:00,1,214 DISSPAYNE DR,NASHVILLE,TN,LOT 1 SEC 1 STANFORD COUNTRY CLUB EST,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARR,CAA01R301,"Rehab includes creating wider opening between kitchen and den. POC: Delmas Ryan, 615-364-7416. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",14,-86.65092814,36.17385175,306,37214,-9645937.197,4324569.549
T2021066448,Building Commercial - Rehab,Restaurant (Take Out),10/18/2021 5:00,0,2292 MURFREESBORO PIKE,NASHVILLE,TN,PARCEL 249 NASHBORO VILLAGE RETAIL CENTER,VIVID1 BUILDERS LLC,CACR,CAF31A203,TO CONDUCT INTERIOR DEMOLITION AND RENOVATIONS FOR NEW TENANT… …EXTREME HOT WINGS… …RESTAURANT TAKE-OUT… …NO CHANGE TO EXTERIOR ROOF/BUILDING LINES OR FOOTPRINT… …MUST COMPLY WITH COMMERCIAL PUD OVERLAY.,29,-86.64710014,36.08805891,307,37217,-9645511.066,4312744.917
T2021066487,Building Commercial - Rehab,"General Office, Professional Services",10/18/2021 5:00,120000,414 UNION ST 1000,NASHVILLE,TN,LOT E1 COMMERCE PLACE BLK E,Michelle Oakley,CACR,CAD02B016,Philips Plaza spec suite 1000.  POC MICHELLE OAKLEY,19,-86.78081871,36.16499241,308,37219,-9660396.549,4323347.887
T2021066497,Building Commercial - Rehab,"General Office, Professional Services",10/18/2021 5:00,336000,414 UNION ST 1020,NASHVILLE,TN,LOT E1 COMMERCE PLACE BLK E,Michelle Oakley,CACR,CAD02B016,Philips Plaza spec suite 1020.  POC MICHELLE OAKLEY,19,-86.78113857,36.16507202,309,37219,-9660432.156,4323358.864
T2021066503,Building Residential - Rehab,Duplex,10/18/2021 5:00,35000,1019 MAYNOR AVE,NASHVILLE,TN,LOT 46 MAYNOR PLACE,K & J ASSOCIATES INC,CARR,CAA02R302,"REJECTED: RS7.5 ZONING, DUPLEX NOT PERMITTED. MUST OBTAIN RECORDS TO ESTABLISH NON-CONFORMING USE AND SUBMIT FOR REVIEW. ZONINGAPPOINTMENTS@NASHVILLE.GOV    New windows and siding, new HVAC system, new sheetrock and paint, new floors, repair plumbing and electrical",5,-86.73836022,36.20773448,310,37216,-9655670.092,4329243.093
T2021066531,Building Residential - Addition,"Accessory Structure, Decks",10/18/2021 5:00,75914,5541 DEER RUN,JOELTON,TN,N OF COOPERTOWN RD W OF WHITES CREEK PK,Yard Builders Construction,CARA,CAA14U015,REJECTED: INCORRECT PERMIT TYPE USED. NEW APP CREATED SEE CARN- T2021066963	    A 20 x 30 pavilion/ outdoor structure will be built over paver patio. It will be supported by eight 6x6 post with concrete footers.,1,-86.9075962,36.38221076,311,37080,-9674509.355,4353341.235
T2021066597,Building Commercial - Rehab,"General Office, Professional Services",10/18/2021 5:00,0,1325 ELM HILL PIKE,NASHVILLE,TN,S SIDE ELM HILL PK E OF ARLINGTON AVE,JACK HAUSBACK,CACR,CAD02B016,reno for office and warehouse ICON   POC JACK HAUSBACK,15,-86.72801113,36.14350553,312,37210,-9654518.037,4320385.521
T2021066621,Building Residential - New,"Accessory Structure, Garage",10/18/2021 5:00,68972,5158 RAWLINGS RD,JOELTON,TN,LOT 1 GIENGER SUB,Keystone Construction LLC,CARN,CAA14U009,REJECTED: PARCEL 363 (ACCESSORY STRUCTURE) MUST BE COMBINED INTO PARCEL 342 (PRIMARY RESIDENCE) TO MEET ZONING REQUIREMENTS.    Pole Barn accessory structure. 24X42X10,1,-86.89432747,36.31194516,313,37080,-9673032.287,4343629.877
T2021066669,Building Demolition Permit,Demolition Permit - Residential,10/18/2021 5:00,12000,1712 EASTSIDE AVE,NASHVILLE,TN,PT LOT 134 UNITED ELECTRIC RAILWAY,MUSIC CITY BUILDERS,CADM,CAZ01A001,"TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.     ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",6,-86.73951943,36.16796522,314,37206,-9655799.135,4323757.808
T2021066813,Building Residential - Rehab,Single Family Residence,10/19/2021 5:00,75000,553 ROBARDS CIR,OLD HICKORY,TN,LOT 265 BRANDYWINE POINTE PHASE 4 SEC 2,ronald rentuza,CARR,CAA01R301,"to conduct renovations to enclose existing attached deck and convert to a sunroom and covered patio below. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",11,-86.60743704,36.23870832,315,37138,-9641095.79,4333517.176
T2021066899,Building Residential - New,Single Family Residence,10/19/2021 5:00,183640,2700 THORNTON GROVE BLVD,NASHVILLE,TN,LOT 94 THORNTON GROVE PUD PH 1B & 1C,"NVR, INC. T/A RYAN HOMES",CARN,CAA01R301,"NEW SFD ON SLAB FOUNDATION MEASURING 1,338 SF WITH A GARAGE OF 431 SF AND FRONT PORCH OF 25 SF. MINIMUM REQUIRED SETBACKS: 20' STREET AND REAR, 5' SIDE. MUST COMPLY WITH PUDR.",3,-86.78177052,36.25160319,316,37207,-9660502.504,4335297.04
T2021066900,Building Residential - Rehab,Single Family Residence,10/19/2021 5:00,263815,1404 CASS ST,NASHVILLE,TN,PT LOTS 37 38 OWENS BUENA VISTA,MRICKS CONSTRUCTION LLC,CARR,CAA01R301,"PERMIT APPLICATION CREATED UNDER CORRECT TYPE, SEE: CARA- T2021067786    REJECTED: REQUIRE SITE PLAN DRAWN TO SCALE SHOWING EXISTING AND PROPOSED ADDITION WITH SETBACKS LABELED.    Complete rehab, and add addition.",2,-86.80978471,36.18535757,317,37208,-9663621.03,4326156.353
T2021066950,Building Commercial - Rehab,"Kennel / Stable, Kennel / Pound",10/19/2021 5:00,0,100 BONNABROOK DR,HERMITAGE,TN,N. SIDE BONNABROOK DRIVE & W. OF LEBANON PK.,kathryn hurley,CACR,CAF28B002,"to use building for wags & walks adoption center.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",14,-86.62543446,36.19251081,318,37076,-9643099.254,4327142.997
T2021067017,Building Residential - New,Single Family Residence,10/19/2021 5:00,160000,540 SARVER AVE,MADISON,TN,LOT 5 AMQUI PLACE SEC 3,K & J Associates,CARN,CAA01R301,"REJECTED: REQUIRE SITE PLAN WITH CONTEXTUAL SURVEY STAMPED BY SURVEYOR. REQUIRE BUILDING PLANS WITH TOTAL SQUARE FOOTAGE OF LIVING SPACE, GARAGE PORCHES/DECKS    New construction of 1781 sq ft home",9,-86.6997082,36.27441559,319,37115,-9651367.369,4338446.528
T2021067089,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",10/19/2021 5:00,20093,5051 MARCHANT DR,NASHVILLE,TN,LOT 88 CRIEVEWOOD,Travis Gates,CARN,CAA14U011,"16'x26' SHED TO BE LOCATED TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …10’ MINIMUM SIDE… …20’ MINIMUM REAR SETBACK… …MAXIMUM HEIGHT 16’ TO PEAK… …NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …    ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",26,-86.75012891,36.06607371,320,37211,-9656980.177,4309716.826
T2021067074,Building Use & Occupancy,"Accessory Structure, Pools - Commercial",10/19/2021 5:00,100000,605 PRESS PL 160 B,NASHVILLE,TN,S/S HUME ST E OF 8TH AV N AND PART OF CLOSED ALLEY,"Aqua Design Systems, Inc.",CAUO,CAA14U018,"REJECTED:  For commercial building permits please reference the instructions at the following link: https://www.nashville.gov/Codes-Administration/Construction-and-Permits/Electronic-Plans-Review.aspx      To construct a 1,104 SF inground commercial swimming pool at HUME HOUSE located at 605 Press PL. Our scope only covers the pool shell, pool finishes and filtration equipment. All MEP trades will pull a separate permit under either the pool permit or GC permit.  The GC permit for HUME is 2020040917",19,-86.79200198,36.17825954,321,37208,-9661641.465,4325177.414
T2021067232,Building Commercial - New,"Leasing / Sales Office, Other",10/20/2021 5:00,2000,5823 NOLENSVILLE PIKE,NASHVILLE,TN,"W SIDE NOLENSVILLE PK, S OF OLD HICKORY BLVD",kris gingrow,CACN,CAD03B000,"to place temporary construction trailer on site during development of Vintage nashville. 15' front setback.  not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",4,-86.71305561,36.04096583,322,37211,-9652853.196,4306259.672
T2021067327,Building Residential - Addition,Single Family Residence,10/20/2021 5:00,0,605 S 13TH ST,NASHVILLE,TN,LOT 97 PAYNE BLAKEMORE & CUMMINGS ADDN,MUSIC CITY BUILDERS,CARA,CAA01R301,REJECTED: PROPOSED NEW FRONT PORCH WITHIN FRONT SETBACK AREA. REQUIRE COST OF CONSTRUCTION.    New front porch addition.,6,-86.74806307,36.16878635,323,37206,-9656750.208,4323871.037
T2021067309,Building Use & Occupancy,"Accessory Structure, Pools - Residential",10/20/2021 5:00,125724,2305 B ASHWOOD AVE,NASHVILLE,TN,PT LOT 57 SUNSET PARK,"JOHNSTON PROPERTY SERVICES, INC.",CAUO,CAA14U017,REJECTED: NOT PERMITTED WITHIN STREET SETBACK.    permit for pool 14 by 34 with a spa combo.  As well 12 by 14 shade cover/cabana,18,-86.80693754,36.12965959,324,37212,-9663304.084,4318477.03
T2021067407,Building Commercial - Rehab,"Retail, Department / Retail Stores",10/20/2021 5:00,0,1440 B GALLATIN PIKE N,MADISON,TN,LOT PT 22 EDGEMEADE FARM SUB.,JUAN DURRANTY,CACR,CAF20M001,"Separate permit required for signage.  Adding parapet wall with existing tenant names. The current business front will have a masonry wall replacing the current windows on its left side, and the   concrete awning will have a small structure built out of wood and EIFS, waterproofed, as a banner for the  building, the doors from the left side of the store will be moved to a central position of that side.  POC JUAN DURRUTY",9,-86.70624374,36.28366762,325,37115,-9652094.902,4339724.129
T2021067458,Building Commercial - Rehab,"General Office, Professional Services",10/20/2021 5:00,98445,488 B MYATT DR,MADISON,TN,LOT 2 430 AND 488 MYATT DRIVE,Century Fire Protection,CACR,CAD02B016,To install a clean agent suppression system,9,-86.6925092,36.27715386,326,37115,-9650565.98,4338824.636
T2021067461,Building Commercial - Rehab,"Retail, Department / Retail Stores",10/20/2021 5:00,20000,2116 8TH AVE S,NASHVILLE,TN,LOTS 2 & 3 BLK 2 YAR SUB WOODLAND,Justin Head,CACR,CAF20M001,To conduct interior renovations to 6000sf space to convert to a butcher shop/meat market,17,-86.77839498,36.13127963,327,37204,-9660126.741,4318700.315
T2021067541,Building Commercial - Shell,"Medical Office, Professional Services",10/21/2021 5:00,0,3526 MURFREESBORO PIKE,ANTIOCH,TN,LOT 2 KOZY PROPERTYS RESUB LOT 1,JESSE SMITH,CACH,CAE04B016,"4,218 sqft dental office building shell. 21 required parking spaces.  POC JESSE SMITH  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",8,-86.61690263,36.05304713,328,37013,-9642149.495,4307923.032
