Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2021078580,Building Commercial - Rehab,"Multifamily, Condominium > 5 Unit Bldg",12/8/2021 6:00,0,746 1ST AVE N,NASHVILLE,TN,UNIT 746 RIVERFRONT CONDO 2ND AMEND,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CACR,CAA03R299,"Rejected: Renovations to existing condo in multifamily building. Requires commercial review and ePlans submittal of plans. Need address/unit information and contracted cost of complete renovation project.    Open kitchen wall, remodel bathroom, remodel kitchen, add electrical plugs and outlets. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.",19,-86.78029439,36.17293741,1794,37201,-9660338.182,4324443.459,Building Commercial Rehab
T2021078585,Building Commercial - Rehab,"Multifamily, Condominium > 5 Unit Bldg",12/8/2021 6:00,0,746 1ST AVE N,NASHVILLE,TN,UNIT 746 RIVERFRONT CONDO 2ND AMEND,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CACR,CAA03R299,"Rejected: Renovations to existing condo in multifamily building. Requires commercial review and ePlans submittal of plans. Need address/unit information and contracted cost of complete renovation project.    Open kitchen wall, remodel bathroom, remodel kitchen, add electrical plugs and outlets. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.",19,-86.78029439,36.17293741,1795,37201,-9660338.182,4324443.459,Building Commercial Rehab
T2021080394,Building Commercial - Rehab,"Warehouse, Storage S-1",12/15/2021 6:00,0,905 HARRISON ST,NASHVILLE,TN,PT LOT 125 & LOT 126 BALCH & WHITESIDE ADDN,COMMER EMBRY,CACR,CAH10S001,"DEMOLITION OF AN EXISTING LOADING DOCK AND ELEVATED SLAB, AND CONSTRUCTION OF A RETAINING/ENCLOSURE STRUCTURE AND BACKFILL OF THE AREA.  DTC OVERLAY.  POC CONNER EMBRY.",19,-86.78951387,36.16785724,1823,37203,-9661364.49,4323742.919,Building Commercial Rehab
T2021081536,Building Commercial - Rehab,"General Office, Professional Services",12/20/2021 6:00,0,1823 OLD MURFREESBORO PIKE,NASHVILLE,TN,"W SIDE OLD MURFREESBORO PIKE, N OF FRANKLIN LIMESTONE RD",Sandro Kozul,CACR,CAD02B016,"Convert dwelling to office use. No change to building footprint. POC: Sandra Kozul, 615-995-2325.",28,-86.6596547,36.10029438,1842,37217,-9646908.634,4314430.514,Building Commercial Rehab
T2021081719,Building Commercial - Rehab,"Medical Office, Professional Services",12/21/2021 6:00,750000,600 MEDICAL PARK DR,MADISON,TN,LOT 2 TENNESSEE CHRISTIAN MEDICAL CENTER,WAYNE DENNIS,CACR,CAE04B016,Renovate existing 2 story medical office building.  Enclosing exit stairs on each end of building with glazing.  Updating HVAC system to current code and adding generator hookup to existing electrical building service.  Interior monumental stair will be eliminated and filled in with more floor space.  POC WAYNE DENNIS,9,-86.68379791,36.25634049,1849,37115,-9649596.243,4335950.998,Building Commercial Rehab
T2021081856,Building Commercial - Rehab,"Religious Institution, Fellowship Hall",12/21/2021 6:00,0,5747 MT VIEW RD,ANTIOCH,TN,N SIDE MT VIEW RD W OF MURFREESBORO PK,Abraham 615-397-1992,CACR,CAB10A390,"Plans must be submitted electronically via ePlans system for Review. Need site plan showing 8 parking spaces.  AR2A zoning, outside UZO.  Converting existing 674 sf residence into EMAN, ETHIOPIAN AMERICAN MUSLIM ASSOCIATION OF NASHVILLE. To be used as worship space for 25-30 members.   POC: Abraham 615-397-1992  BB POC elias hussien",32,-86.62738338,36.04647732,1851,37013,-9643316.207,4307018.466,Building Commercial Rehab
T2021081859,Building Commercial - Rehab,"Warehouse, Storage S-1",12/21/2021 6:00,45000,3864 LOGISTICS WAY 101,ANTIOCH,TN,LOT 1 DRG INTERCHANGE CENTER RESUB COMBINE LOTS 3 & 6,DAISY ESTRADA,CACR,CAH10S001,INSTALL HIGH PILE STORAGE RACKS IN WAREHOUSE AREA  POC DAISY ESTRADA,32,-86.60666995,36.02900213,1852,37013,-9641010.398,4304612.755,Building Commercial Rehab
T2021081885,Building Commercial - Addition,"Bar Or Nightclub, Tavern And Bars",12/21/2021 6:00,0,3807 GALLATIN PIKE,NASHVILLE,TN,LOT 2 MAPLEWOOD HOME TRACT,Adding a covered patio to an existing building,CACA,CAF06A204,"1/27 rejected site plan, 594 sf addition requires 8 parking spaces, plans show 6 spaces. Need to change to subtype CAF06A204 use is as a Bar    UDO, Planning to review/approve prior to permit issuance.  MUL-A, outside UZO  Addition to existing bar, HENRY JAMES  Adding a covered patio, new ramp, and landing to an existing building. Covered patio is 16'6  x 36 ft (594 sf)  POC MICAH PADGETT",7,-86.73073433,36.2147374,1853,37216,-9654821.182,4330209.279,Building Commercial Addition
T2021082037,Building Commercial - Rehab,"Retail, Department / Retail Stores",12/22/2021 6:00,0,2109 GALLATIN PIKE N,MADISON,TN,LOTS 2&2-A RIVERGATE MARKETPLACE REV LOT 2,CHELSEA PENISTON,CACR,CAF20M001,"Remodel of an existing t-mobile including walls, finishes, fixtures, and MEP scope. POC CHELSEA PENISTON.  PUDC.",10,-86.69016117,36.30201588,1857,37115,-9650304.598,4342258.264,Building Commercial Rehab
T2021082340,Building Commercial - Rehab,"General Office, Professional Services",12/23/2021 6:00,139000,1801 WEST END AVE 1410,NASHVILLE,TN,TRACT 1 PALMER PLAZA,JENNIFER PICKETT,CACR,CAD02B016,"Spec Suite 1410 buildout in 1,782sf of existing office space for new prospective tenant  POC JENNIFER PICKETT, 615-416-5062.",19,-86.79613206,36.15262054,1861,37203,-9662101.224,4321642.095,Building Commercial Rehab
T2021083298,Building Commercial - New,"Medical Office, Professional Services",12/30/2021 6:00,479215,60 WHARF AVE,NASHVILLE,TN,PT LOTS 35 & 36 UNIVERSITY SUB & PT CLDS R.O.W.,Amanda Conway,CACN,CAE04B016,"New proposed building will be 3,550 sq.ft. for  ADVANCE CARE MEDICAL   Urgent Care facility. 15' minimum street setback, 20' minimum rear setback. Max. height at setback line: 30', slope of height control plane: 1.5 to 1. Max. FAR: 0.60, Max. ISR: 0.90.  separate demo permit must be obtained  POC Amanda Conway",17,-86.7626969,36.14855757,1876,37210,-9658379.239,4321081.965,Building Commercial New
T2021083358,Building Commercial - Rehab,"Business Service, Business Other",12/30/2021 6:00,3980,2106 8TH AVE S,NASHVILLE,TN,LOT 4 BLK 1 YARBROUGH WOODLAND,NASHVILLE TENT (AWNING) & AWNING CO,CACR,CAF08B000,"To install an awning that is 23ft wide with a 4ft projection and 8ft clearance for The Eighth Room. Size of the signage on the awning to be 3.99sqft. This awning will be attached to the building and will extend over the right-of-way. Must have council approval for aerial encroachment.    POC: Erin Hollis, erinrhollis@gmail.com",17,-86.77879738,36.13188871,1877,37204,-9660171.536,4318784.263,Building Commercial Rehab
T2022000029,Building Commercial - New,"Automobile Convenience, Markets",1/3/2022 6:00,537461,801 JEFFERSON ST,NASHVILLE,TN,"PT LOTS 1, 2, & 3  BALCH & WHITESIDE","Rebecca Raymond,",CACN,CAF24M003,"Construct new Mapco  POC Rebecca Raymond, 508-528-0770, x432.",19,-86.79149823,36.17274117,1880,37208,-9661585.388,4324416.397,Building Commercial New
T2022000091,Building Commercial - Rehab,Restaurant (Full Service),1/3/2022 6:00,0,3013 NOLENSVILLE PIKE,NASHVILLE,TN,LOTS 7&8 COLLEGE HGTS,Oscar Munoz 6155931195,CACR,CAF19A203,"Plans must be submitted electronically via ePlans system for Review.    To renovate existing building for Oscar’s Mercadito Latino (market has now expanded and added a restaurant) same name for both it’s one business all together. Combining  Market is space E and Restaurant is space D  3013 Nolensville Pike, Nashville TN, 37211   The restaurant sells ready to serve dishes of the day as well as prepared food ordered from the menu. Including dairy, eggs, meat, chicken, pork, etc.   POC: 6155931195 or email at sofiamunoz223@gmail.con  BB PC SOFIA MUNOZ",16,-86.74316174,36.10659241,1883,37211,-9656204.595,4315298.253,Building Commercial Rehab
T2022000439,Building Commercial - Rehab,"Bar Or Nightclub, Dance Halls",1/4/2022 6:00,0,111 BROADWAY,NASHVILLE,TN,LOT 2 UPPER FERRY PLAN & PT CLOSED ALLEY,TYE SMITH,CACR,CAF06A308,"Demo kitchen, restrooms and brewery area of all equipment and non bearing walls. WHISKEY RIVER  POC TYE SMITH.  DTC, MHZC AND MDHA OVERLAYS.",19,-86.77485159,36.16179069,1887,37201,-9659732.293,4322906.419,Building Commercial Rehab
T2022000683,Building Commercial - Rehab,"General Office, Professional Services",1/5/2022 6:00,0,54 MUSIC SQ E 230,NASHVILLE,TN,LOTS B-C-PT A B.F. SHIELDS TRACTLOT 1-2-3 GUARANTEE CONST.CO,HALIE CHANDLIER,CACR,CAD02B016,suite 230 EXISTING 504 SF COMMERCIAL SPACE IS BEING RENOVATED TO RECONFIGURE THE LAYOUT FOR A NEW FUTURE TENANT FOR OFFICE SPACE USE. NO EXTERIOR UPGRADES WILL BE PROVIDED TO THE BUILDING. THE EXISTING BUILDING IS SPRINKLERED.  POC HALIE CHANDLIER,17,-86.79197752,36.14781497,1892,37203,-9661638.743,4320979.592,Building Commercial Rehab
T2022000805,Building Commercial - Rehab,"Retail, Department / Retail Stores",1/5/2022 6:00,0,115 GALLATIN PIKE,MADISON,TN,LOTS 1 & 2 MADISON COMMERCE CENTER SUB,Wassem Abdelshahed,CACR,CAF20M001,"3,200 SF retail shop, Smoke Mountain, for smoke shop accessories and vape. Applicant states no changes, no construction. POC: Wassem Abdelshahed, 615-270-5402.",9,-86.71285879,36.26501907,1894,37115,-9652831.286,4337149.13,Building Commercial Rehab
T2022000893,Building Commercial - New,"Retail, Department / Retail Stores",1/5/2022 6:00,0,330 MYATT DR,MADISON,TN,S.W. CORNER ANDERSON LANE & MYATT DRIVE,JIM PAYNE,CACN,CAF20M001,construct single story retail bldg.  POC JIM PAYNE,9,-86.68991472,36.27187906,1901,37115,-9650277.164,4338096.288,Building Commercial New
T2022000915,Building Commercial - Rehab,"Commercial Amusement (In), Other",1/5/2022 6:00,0,465 MORTON AVE,NASHVILLE,TN,LOT 9 COLLEGE HGTS,Norma Rangel,CACR,CAL03A999,"Utilize space for private events, like baby showers, birthday parties, etc. POC: Norma Rangel, 615-939-1430.",16,-86.74330108,36.10613208,1902,37211,-9656220.106,4315234.827,Building Commercial Rehab
T2022001241,Building Commercial - New,"Retail, Department / Retail Stores",1/7/2022 6:00,536312,1007 THOMPSON PL,NASHVILLE,TN,NO. SIDE THOMPSON PL E. MURFREESBORO PK,JUSTIN CRANDALL,CACN,CAF20M001,to construct 5600 SF one story food market for single tenant  POC JUSTIN CRANDALL,13,-86.70929318,36.12737284,1908,37217,-9652434.364,4318161.862,Building Commercial New
T2022001268,Building Commercial - Rehab,"Medical Office, Professional Services",1/7/2022 6:00,270000,317 SEVEN SPRINGS WAY 101,BRENTWOOD,TN,LOT 3 SEVEN SPRINGS SUB,KYLE KRAMER,CACR,CAE04B016,"Interior renovations to an existing orthopedic clinic, including interior wall, HVAC and electrical modifications.  suite 101  POC KYLE KRAMER",26,-86.76766805,36.04148544,1911,37027,-9658932.625,4306331.207,Building Commercial Rehab
T2022001450,Building Commercial - New,"Leasing / Sales Office, Other",1/10/2022 6:00,0,1014 B W TRINITY LN,NASHVILLE,TN,S SIDE OF WEST TRINTY LN W OF OLD BUENA VISTA RD,Jay Mikolinski 615-708-7485,CACN,CAD03B000,"Plans must be submitted electronically via ePlans system for Review.    SP, Planning to review/approve prior to permit issuance.   Temporary 10 ft x 50 ft construction office trailer for New Cumberland development.  Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.  POC: Jay Mikolinski 615-708-7485",2,-86.81269466,36.20515032,1916,37218,-9663944.964,4328886.581,Building Commercial New
T2022001556,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",1/10/2022 6:00,0,114 HARRINGTON AVE,MADISON,TN,LOT 26 MADISON RLTY CO SUB,DJ DENNING,CACN,CAA14U011,"24x60x15 pole barn for storage and meeting place.  Concrete foundation and floor. Garage door, restroom and office  POC DJ DENNINGS",9,-86.71268259,36.25695594,1920,37115,-9652811.671,4336035.96,Building Commercial New
T2022001731,Building Commercial - Rehab,"Retail, Department / Retail Stores",1/11/2022 6:00,12500,2126 ABBOTT MARTIN RD 160,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,Amy Diekevers,CACR,CAF20M001,"Demolition of interior storefront, non-load bearing partitions, finishes, electrical devices and HVAC  equipment. ASSOCIATED with already submitted building permit app #T2021082665 MADEWELL  POC AMY DIEKEVERS",25,-86.8157013,36.10736081,1929,37215,-9664279.662,4315404.128,Building Commercial Rehab
T2022001744,Building Commercial - Rehab,"Retail, Department / Retail Stores",1/11/2022 6:00,0,1309 BELL RD,ANTIOCH,TN,LOT 1 MILL CREEK VILLAGE 3RD REVISION OF LOT 2,ameer alkanshaly,CACR,CAF20M001,"to conduct interior renovations to replace the flooring in existing retail space. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",33,-86.67671495,36.04646738,1930,37013,-9648807.772,4307017.097,Building Commercial Rehab
T2022001805,Building Commercial - Rehab,"Automobile Sales, New",1/11/2022 6:00,0,631 BURNETT RD,OLD HICKORY,TN,N OF SWINGING BRIDGE RD W SIDE BURNETT RD,jennifer gonzalez,CACR,CAF25S001,Install walls with doors CARVANA  POC jennifer gonzalez,11,-86.66681788,36.2797884,1933,37138,-9647706.035,4339188.434,Building Commercial Rehab
T2022001981,Building Commercial - New,"Automobile Repair, Storage Mod Hazard",1/11/2022 6:00,145440,1811 B GALLATIN PIKE N,MADISON,TN,LOT 2 RIVERGATE PLACE-REV,Tim fitzpatrick,CACN,CAF04S001,"to construct 2400Sf building on site for Dentwizard international. SP zoning. not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  POC JOEY ENGLAND",10,-86.69726256,36.29684002,1935,37115,-9651095.121,4341543.35,Building Commercial New
