Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date Issued,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2022008114,Building Residential - New,"Multifamily, Townhome",9204017300,2/7/2022 6:00,,2324,1217 B IRELAND ST,NASHVILLE,TN,LOTS 98 & 99 HARDING PLAN,ART BUILDING INC,CARN,CAA03R301,4087643,"REJECTED: MASTER PERMIT MUST BE ISSUED AND UNIT PARCELS MUST BE CREATED PRIOR TO INITIATING PERMIT APPLICATION. THIS APP TO BE CANCELED, RESUBMIT NEW APPLICATION AFTER MASTER PERMIT IS ISSUED AND UNIT PARCELS CREATED.    The parent parcel number is 09204017300, is zone code RM20, contains 17,470 SF. The current application is for developing Unit B of proposed horizontal property line regime with 2,324 Square Feet of living area, 385 SF attached garage, 30 SF of front porch area. 20’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",19,-86.79813435,36.16731167,465,37208,-9662324.118,4323667.689,Building Residential New
T2022008115,Building Residential - New,"Multifamily, Townhome",9204017300,2/7/2022 6:00,,2324,1217 C IRELAND ST,NASHVILLE,TN,LOTS 98 & 99 HARDING PLAN,ART BUILDING INC,CARN,CAA03R301,4087644,"REJECTED: MASTER PERMIT MUST BE ISSUED AND UNIT PARCELS MUST BE CREATED PRIOR TO INITIATING PERMIT APPLICATION. THIS APP TO BE CANCELED, RESUBMIT NEW APPLICATION AFTER MASTER PERMIT IS ISSUED AND UNIT PARCELS CREATED.    The parent parcel number is 09204017300, is zone code RM20, contains 17,470 SF. The current application is for developing Unit C of proposed horizontal property line regime with 2,324 Square Feet of living area, 385 SF attached garage, 30 SF of front porch area. 20’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",19,-86.79809221,36.1672498,466,37208,-9662319.427,4323659.158,Building Residential New
T2022008002,Building Residential - New,Single Family Residence,061070D00100CO,2/4/2022 6:00,,0,807 A GWYNN DR,NASHVILLE,TN,UNIT A HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4087515,"To construct single family residence with 2,392 sq. ft. of living area, 183 sq. ft. of porch area, and 440 sq. ft. of garage area.",8,-86.7311928,36.22869864,467,37216,-9654872.218,4332135.754,Building Residential New
T2022008004,Building Residential - New,Single Family Residence,061070D00200CO,2/4/2022 6:00,,0,807 B GWYNN DR,NASHVILLE,TN,UNIT B HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4087516,"To construct single family residence with 2,328 sq. ft. living area, 222 sq. ft. of porch area, and 440 sq. ft. of garage area. ",8,-86.7311928,36.22869864,468,37216,-9654872.218,4332135.754,Building Residential New
T2022008116,Building Residential - New,"Multifamily, Townhome",9204017300,2/7/2022 6:00,,2324,1217 D IRELAND ST,NASHVILLE,TN,LOTS 98 & 99 HARDING PLAN,ART BUILDING INC,CARN,CAA03R301,4087645,"REJECTED: MASTER PERMIT MUST BE ISSUED AND UNIT PARCELS MUST BE CREATED PRIOR TO INITIATING PERMIT APPLICATION. THIS APP TO BE CANCELED, RESUBMIT NEW APPLICATION AFTER MASTER PERMIT IS ISSUED AND UNIT PARCELS CREATED.    The parent parcel number is 09204017300, is zone code RM20, contains 17,470 SF. The current application is for developing Unit D of proposed horizontal property line regime with 2,324 Square Feet of living area, 385 SF attached garage, 30 SF of front porch area. 20’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",19,-86.79804361,36.16718021,469,37208,-9662314.017,4323649.562,Building Residential New
T2022008131,Building Residential - Addition,Single Family Residence,083071A00100CO,2/7/2022 6:00,,281500,309 TILLMAN LN,NASHVILLE,TN,UNIT A TILLMAN WASHINGTON CORNER,"EUBANK, DWAYNE",CARA,CAA01R301,4087659,Remodel interior with a small 8 ft addition. Converting to a 3 bedroom.  ,6,-86.72742867,36.18476861,470,37206,-9654453.197,4326075.122,Building Residential Addition
T2022008006,Building Residential - New,Single Family Residence,061070D00400CO,2/4/2022 6:00,,0,807 D GWYNN DR,NASHVILLE,TN,UNIT D HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4087519,"To construct single family residence with 2,330 sq. ft. of living area, 148 sq. ft. of porch area, and 440 sq. ft. of garage area. ",8,-86.7311928,36.22869864,471,37216,-9654872.218,4332135.754,Building Residential New
T2022008265,Building Residential - Rehab,Single Family Residence,7203029300,2/7/2022 6:00,,108000,1133 SHELTON AVE,NASHVILLE,TN,PT LOT 79 INGLEWOOD PLACE,"KANECO BUILDERS, KANECO ASSET MANAGEMENT LLC DBA",CARR,CAA01R301,4087824,"Remodel kitchen and laundry room,  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",7,-86.73008898,36.20965963,473,37216,-9654749.342,4329508.695,Building Residential Rehab
T2022008283,Building Residential - Addition,Single Family Residence,13110002600,2/7/2022 6:00,,329201,4613 CHALMERS DR,NASHVILLE,TN,LOT 124 SEVEN HILLS ADDN 1 SEC 2,"TOLBERT, SYDNEY",CARA,CAA01R301,4087853,"Construction of an attached Pool House to the rear of residence. Pool house will be 22'x23', 506 sq ft on two levels for a total of 1012 sq ft. It will have a vanity and a toilet and a bar sink.  15' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-836.",34,-86.81830654,36.08886477,474,37215,-9664569.676,4312855.927,Building Residential Addition
T2022008294,Building Residential - New,"Accessory Structure, Pools - Residential",12700031500,2/7/2022 6:00,,103303,8170 CHARLOTTE PIKE,NASHVILLE,TN,N/S CHARLOTTE PK W OF QUAIL CREEK RD,Anthony & Sylvan Pools,CARN,CAA14U017,4087837,"To Whom It May Concern, Anthony & Sylvan Pools are applying for a permit to build a new in ground pool  consisting of the following specifications: 1. 16’x32’ totaling 96 pool perimeter or 512 Sq. ft. with a pool min depth of  3’6” and a pool max depth of 6’. Estimated gallons 13,295 of Fusion  Chlorine. 2. Entrance of pool is three solid concrete steps and a sun shelf at 104 Sq. ft.  with a water dept of 9”. Deep end of the pool will have a built-in swim out  for existing at 16’ length. Water features include one pair of bubblers on  sun shelf. A Pool Eye Smart Pool Alarm PE20 to be installed as well. 3. There will be an attached spa consisting of 24 Sq. ft. installed at the height  of 18” with stone veneer on both sides. 4. Installing 1768 Sq. ft. of 12”x24” travertine in sand as decking. A retaining  wall of 51lf at 8” height made of concrete along with a 60’ black drainage  pipe to be installed for impervious area from pool ties into ground. 5. A new 52” Code Compliant Pool Fence Barrier with self-latching gates to  outswing from pool & lock installed at 54” from ground are to be installed. Attached to entrance gates will be a Yard Guard YG03 gate/door water  hazard alarm. Door chirp will be utilized. See line #50 of A&S Contract  Agreement for purchase of gate alarm at time of contract sale. See Fence - Alumn. + Vintage Square uploaded document, pages 4 & 7 for  fencing/spindle details. ",35,-86.97158997,36.0958611,475,37221,-9681633.109,4313819.741,Building Residential New
T2022008316,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",14711013600,2/7/2022 6:00,,33233,600 WHISPERING HILLS DR,NASHVILLE,TN,E/S OF WHISPERING HILLS DRIVE N/S OF LEEANNE DRIVE,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4087916,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG C),26,-86.7297636,36.06943964,476,37211,-9654713.121,4310180.371,Building Residential Roofing/Siding
T2022008321,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",14711013600,2/7/2022 6:00,,38391,600 WHISPERING HILLS DR,NASHVILLE,TN,E/S OF WHISPERING HILLS DRIVE N/S OF LEEANNE DRIVE,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4087927,REROOF- TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG H) ,26,-86.7297636,36.06943964,477,37211,-9654713.121,4310180.371,Building Residential Roofing/Siding
T2022008324,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",14711013600,2/7/2022 6:00,,33233,600 WHISPERING HILLS DR,NASHVILLE,TN,E/S OF WHISPERING HILLS DRIVE N/S OF LEEANNE DRIVE,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4087932,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH A PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA  (BLDG M),26,-86.7297636,36.06943964,478,37211,-9654713.121,4310180.371,Building Residential Roofing/Siding
T2022008326,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",14711003000,2/7/2022 6:00,,38391,526 NORTHCREST DR,NASHVILLE,TN,W SIDE COTTON LANE N OF NORTHCREST DR,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4087938,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH A PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG P),26,-86.72668323,36.06802617,479,37211,-9654370.215,4309985.71,Building Residential Roofing/Siding
T2022008329,Building Residential - Roofing / Siding,"Multifamily, Tri-Plex, Quad, Apartments",14711003000,2/7/2022 6:00,,38391,526 NORTHCREST DR,NASHVILLE,TN,W SIDE COTTON LANE N OF NORTHCREST DR,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R398,4087941,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH A PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG R),26,-86.72668323,36.06802617,480,37211,-9654370.215,4309985.71,Building Residential Roofing/Siding
T2022009022,Building Residential - New,"Accessory Structure, Garage",8310035000,2/9/2022 6:00,,18934,618 B SKYVIEW DR,NASHVILLE,TN,LOT 40 ROLLING ACRES,"HALEY, MEGAN & LOPEZ, JORGE LUIS JR.",CARN,CAA14U009,4089141,TO CONSTRUCT 14’X28’ DETACHED GARAGE TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …3’ MINIMUM SIDE SETBACK… …10’ MINIMUM REAR SETBACK… …16’ MAXIMUM HEIGHT… …NOT TO BE USED AS LIVING SPACE OR FOR COMMERCIAL PURPOSES… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …,6,-86.73220835,36.17904741,483,37206,-9654985.269,4325286.07,Building Residential New
T2022009038,Building Residential - Addition,Single Family Residence,5108006600,2/9/2022 6:00,,10143,238 EMMITT AVE,MADISON,TN,LOT 16 BLK I POWER & ROTH MADISON PARK,"STRACHAN, JEFFREY",CARA,CAA01R301,4089166,"TO CONSTRUCT 14'x30' ADDITION OFF REAR OF EXISTING SINGLE FAMILY (14'X14' ADDITION FOR PANTRY AND 14'X16' COVERED DECK)… …TO INCLUDE INTERIOR RENOVATIONS AND REPAIR OF HANDRAIL ON EXISTING FRONT PORCH (NO CHANGE TO BUILDING FOOTPRINT ALONG FRONT FACADE)... ...5’ MINIMUM SIDE SETBACK… …20’ MINIMUM REAR SETBACK… …NO SECOND KITCHEN, TO REMAIN SINGLE FAMILY RESIDENCE… …NOT TO BUILD OVER OR OBSTRUCT EASEMENTS… …",7,-86.71394661,36.25162408,484,37115,-9652952.381,4335299.924,Building Residential Addition
T2022009279,Building Residential - New,Single Family Residence,070093C00200CO,2/10/2022 6:00,,199440,2301 ALPINE AVE,NASHVILLE,TN,UNIT B THIRTYTWOHUNDRED CURTIS STREET,"BATES, DANIEL ELI",CARN,CAA01R301,4089471,"REJECTED: MUST PROVIDE FLOOR PLANS SHOWING ATTACHED 2 CAR GARAGE WITH SQUARE FOOTAGE TOTALS.  PARKING PROPOSED BETWEEN THE STREET LINE AND THE FRONT EDGE OF THE RESIDENTIAL STRUCTURE SHALL PROVIDE A MININIMUM STREET SETBACK OF 30 FEET.      TO CONSTRUCT REAR UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 1645 SQFT OF LIVING AREA… …UNITS DETACHED… …FRONT UNIT EXISTING... ...70.2’ MIN FRONT SETBACK… …5’ MIN SIDE SETBACK… …10’ MIN STREET/SIDE SETBACK… …20’ MIN STREET/SIDE SETBACK AT GARAGE FACING STREET… …20’ MIN REAR SETBACK… …MAX BLDG HEIGHT 28’ FEET… …6’ MINIMUM DISTANCE BETWEEN UNITS… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",2,-86.82863646,36.19966289,485,37218,-9665719.597,4328129.571,Building Residential New
T2022009427,Building Residential - Addition,Single Family Residence,173100A08500CO,2/10/2022 6:00,,10650,6453 SUNNYWOOD DR,ANTIOCH,TN,LOT 61 BARNES BEND ESTATES PHASE 2,GME Constuction,CARA,CAA01R301,4089704,"to construct a 21 x 21 patio cover addition to the rear of residence. 5' min side s/b; 20' min rear s/b. for every 50' site frontage, a 24  x 36 ",31,-86.69849541,36.02141396,487,37013,-9651232.362,4303568.3,Building Residential Addition
T2022009531,Building Residential - New,"Accessory Structure, Pools - Residential",131050I00200CO,2/11/2022 6:00,,0,213 B LA VISTA DR,NASHVILLE,TN,UNIT 213 THRIVE LAVISTA AMENDED,"NEW BEGINNINGS LANDSCAPE, LLC",CARN,CAA14U017,4089731,"Adding in retaining walls (that may exceed 7 foot tall), a swimming pool (liner), spillover spa, travertine patio, outdoor kitchen area, a steel pergola/trellis over the outdoor kitchen area, and wall lights in the retaining wall. pool alarm purchase attached.  10' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",34,-86.83050343,36.09331356,491,37215,-9665927.427,4313468.782,Building Residential New
T2022009834,Building Residential - New,"Accessory Structure, Garage",10416037400,2/13/2022 6:00,,250000,2304 B BELMONT BLVD,NASHVILLE,TN,PT LOT 121 BELMONT LAND CO,"Riverside Remodeling and Construction, LLC",CARN,CAA14U009,4090303,"To construct a DADU with a heated and cooled square footage of 2100 sf with a single car garage.  MHZC must review application.  base zoning of parcel is R8 and parcel contains 11,300 sf lot area.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",18,-86.79363602,36.12761452,494,37212,-9661823.366,4318195.171,Building Residential New
T2022009876,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",8301014100,2/14/2022 6:00,,7728,1014 SHARPE AVE,NASHVILLE,TN,PT LOT 21 W H HYRONEMUS ADDN,"WAKEFIELD, MARE & OVUNC, TURGUT U.",CARN,CAA14U011,4090349,10’X16’ SHED TO BE LOCATED TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …5’ MINIMUM SIDE… …20’ MINIMUM REAR SETBACK… …MAXIMUM HEIGHT 16’… …NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …,5,-86.74908327,36.18951223,497,37206,-9656863.776,4326729.393,Building Residential New
T2022010019,Building Residential - Addition,Single Family Residence,5800002900,2/17/2022 6:00,,453655,4333 EATONS CREEK RD,NASHVILLE,TN,"W OF EATONS CREEK RD, S OF SULPHUR CREEK RD",GODDARD CONSTRUCTION CO LLC,CARA,CAA01R301,4090535,"Add 22'x28' 3 car garage, Add 40'x20' living addition, take the existing house down to the studs: replace all plumbing, wiring, hvac, drywall, ceilings, roof, windows, kitchen/bathrooms,. 10' min. side setback, 20' min. rear setback. not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",1,-86.86694792,36.21800369,500,37218,-9669984.409,4330659.955,Building Residential Addition
